watchers,forks
1,0
5,0
3,1
2,0
1,0
1,0
7,2
1,0
2,1
1,0
1,0
3,1
15,4
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
9,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
2,1
1,0
1,0
1,0
1,1
4,0
1,0
1,1
1,0
1,1
1,0
1,0
1,2
1,0
6,6
1,0
1,0
1,0
3,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
4,0
2,0
1,0
9,1
1,0
1,0
3,0
1,0
53,4
1,0
1,1
1,1
5,0
1,3
32,4
1,0
1,1
2,2
1,0
1,0
1,1
1,0
1,0
2,1
1,0
2,0
12,0
1,1
1,0
115,19
1,0
1,0
1,0
1,0
10,1
3,1
1,0
1,0
179,20
2,0
1,0
5,0
1,0
3,1
1,0
1,0
1,0
1,0
1,0
1,0
9,1
1,0
1,0
1,1
1,0
2,2
1,0
1,0
1,0
1,0
10,2
1,0
1,0
3,4
2,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
394,31
1,0
1,0
1,1
1,1
1,0
1,0
1,0
1,0
1,1
2,0
1,0
1,1
1,0
183,38
1,0
1,0
1,0
2,0
1,0
1,0
1,0
695,117
3,4
1,1
4,0
1,0
1,0
6,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,2
1,1
1,1
2,0
18,1
4,2
1,0
1,0
2,0
1,0
2,0
3,0
9,2
3,2
11,8
10,7
1,0
2,1
6,0
13,4
5,0
15,6
6,2
1,0
1,0
1,1
3,1
1,1
1033,168
6,0
3,0
4645,1392
1,0
1,0
1,1
1,0
1,1
1,0
5,1
1,0
243,84
2,0
3,6
1,1
1,2
1,1
2,0
2,5
1,0
1,1
1,1
1,0
1,1
8,2
1,3
1,0
1,0
4,0
2,2
2,1
1,0
1,0
1,1
1,0
2,2
1,0
1,1
1,0
11,6
2,1
1,1
1,0
2,0
4,1
1,1
8,4
1,0
1,0
3,3
1,1
1,0
1,0
7,31
5,4
7,7
2,1
1,1
1,0
5,0
1,1
2,3
1,0
1,0
1,0
60,33
6,2
1,2
7,2
6,2
20,8
1,0
1,0
1,0
1,0
1,2
1,1
2,3
7,0
1,2
1,0
1,1
4,0
1,1
2,4
1,1
2,1
1,0
3,0
1,2
2,1
1,0
1,1
1,2
1,0
1,2
1,0
6,0
1,1
167,24
1,0
4,1
5,1
56,12
1,1
1,1
1,0
1,0
1,3
1,0
2,1
1,0
2,0
2,0
1,0
3,2
4,2
1,1
1,0
7,2
1,2
2,0
2,2
2,4
2,1
1,0
1,0
15,33
98,23
1,0
6,1
6,1
1,0
12,2
12,11
1,0
1,0
2,2
1,1
2,3
1,0
4,3
1,0
4,1
48,17
1,0
1,0
1,1
2,0
1,0
1,0
1,3
1,0
2,1
2,1
1,0
5,2
2,2
2,1
1,2
3,0
1,3
1,3
2,0
2,1
2,2
2,8
2,1
1,0
2,1
1,1
7,4
3,1
28,21
1,0
1,2
1,0
1,0
6,4
1,3
2,0
13,9
39,14
1,1
1,0
40,24
1,0
2723,289
2,0
7,3
1,1
1,2
1,0
1,3
2,0
1,1
1,0
1,0
4,1
1,0
6,2
1,2
1,1
1,0
4,4
30,24
16,3
5,7
6,3
1,0
1,2
1,0
1,1
1,2
1,3
13,0
3,3
2,1
1,1
1,3
2,0
2,5
1,4
2,1
5,3
1,0
5,4
2,2
1,2
1,0
2,1
3,0
4,3
1,0
1,1
1,3
7,3
1,0
1,1
1,2
120,27
3,0
1,0
1,2
1,0
1,2
17,2
1,0
3,5
1,4
141,44
1,0
4,4
14,1
1,0
1,0
3,1
1,0
24,4
11,2
2,0
1,2
12,1
7,5
2,0
1,4
2,2
6,4
1,1
1,1
37,8
5,2
3,2
1,0
3,2
1,0
5,2
1,1
1,1
1,1
11,17
16,2
2,2
26,2
2,0
1,0
2,0
2,0
40,10
68,5
7,4
10,1
28,13
1,3
2,1
3,0
89,11
1,0
1,4
3,0
3,0
1,0
1,4
5,6
2,0
1,2
1,0
1,0
1,0
2,2
4,2
18,10
2,0
2,1
3,0
3,3
64,76
2,1
1,0
49,11
16,0
14,7
2,0
2,0
2,1
2,0
1,0
2,0
21,1
2,0
2,1
2,1
3,1
3,0
11,9
15,4
1,0
1,1
2,0
3,0
2,3
2,1
2,0
2,0
5,1
9,4
1,3
13,9
2,3
3,3
1,2
3,2
2,1
3,0
2,0
2,1
2,1
4,0
2,0
7,3
1,1
7,28
31,19
2,2
2,0
5,5
10,10
3,0
17,3
2,2
10,0
40,14
2,4
4,0
17,1
1,0
92,56
1,0
63,1
3,0
5,2
1,0
4,3
2,1
6,0
3,1
2,2
2,0
45,35
8,7
12,6
10,0
5,6
4,0
12,9
6,2
1,0
3,5
3,10
85,26
13,5
106,32
1,0
1,1
5,3
8,1
198,69
1,2
33,12
3,1
3,2
6,5
2,5
2,1
2,0
1,3
1,1
1,0
67,6
1,2
5,3
1,0
5,0
1,0
1,0
4,6
9,6
1,0
1,3
5,6
1,0
4,1
5,0
3,0
1,1
2,0
2,0
11,2
3,12
5,3
1,0
1,2
1,0
3,1
22,11
2,0
2,2
2,2
4,2
1,0
1,1
4,0
1,0
1,0
2,3
1,0
2,1
1,0
4,3
4,3
9,2
8,4
1,15
3,16
6,3
13,5
1,0
1,0
1,4
2,2
2,3
7,5
11,12
6,3
2,2
1,0
2,3
80,6
2,4
2,59
9,11
9,5
2,1
1,2
3,0
2,1
4,8
3,3
20,7
43,14
218,36
8,7
2,0
2,2
461,37
1,0
5,5
37,9
1,2
35,4
20,10
5,7
1,0
13,3
3,1
5,1
1,0
18,3
5,0
4,2
5,4
1,0
3,0
1,6
1,5
4,8
6,1
4,2
11,15
2,2
1,7
1,1
1,10
1,0
2,0
2,1
1,0
1,0
20,12
1,2
1,0
2,3
3,0
4,6
12,3
1,0
1,0
2,0
65,4
1,0
1,0
1,0
13,9
1,0
9,14
5,7
4,8
37,32
7,6
9,9
9,8
4,1
3,7
1,0
2,0
3,1
9,3
9,5
1,1
1,2
9,22
2,1
2,0
1,3
2,4
34,8
1,3
2,0
10,11
2,0
8,0
6,10
1,0
1,0
1,0
1,0
1,0
17,22
82,26
2,3
1,3
2,3
2,6
11,5
1,0
2,0
2,0
2,3
10,3
10,0
624,157
14,5
1,0
1,0
1,0
1,1
2,0
224,91
1,4
14,5
1,0
1,1
1,1
1,0
1,0
18,8
4,6
1,2
1,1
15,9
6,21
10,4
1030,229
6,3
69,8
317,33
6,4
4,0
1,0
1,1
2,4
628,71
5,0
184,29
5,4
71,14
1,0
2,2
20,3
10,2
7,6
5,15
3,4
19,3
15,5
1,3
1,0
42,4
4,5
1,0
3,0
13,11
2,6
3,0
21,5
16,11
18,3
51,7
4,9
5,0
3,7
2,4
1,0
2,2
1,0
1,0
1,0
14,7
6,19
14,0
4,10
5,1
11,5
27,6
2,5
49,17
5,1
3,0
9,3
2,1
55,3
48,6
70,11
45,5
1,0
22,21
19,20
39,10
4,4
1,3
2,4
9,2
3,0
4,1
3,0
3,7
1,0
1,2
10,14
96,44
5,8
6,10
7,3
1,0
1,5
20,4
4,0
5,1
1,3
3,3
1,0
2,3
2,0
1,1
166,83
4,1
10,11
1,6
8,11
2,6
12,1
6,0
1,0
1,0
5,3
1,11
2,7
21,38
6,4
11,2
3,2
1,4
1,3
53,17
4,4
180,33
12,5
3,0
1,0
1,1
1,0
5,2
1,2
11,16
3,4
5,2
31,10
14,0
1,0
38,48
2,3
6,1
1,3
2,1
3,7
23,6
2,1
22,15
3,8
1,2
323,14
17,6
1,2
16,7
83,61
5,3
6,5
6,5
34,8
619,183
1,0
2,0
63,7
21,5
8,6
10,3
26,11
3,1
2,2
2,1
73,28
13,3
50,25
28,3
1,2
2,0
69,32
5,4
5,0
194,4
1,0
11,5
2,1
84,12
5,7
1,2
14,50
4,5
7,3
4,1
2,0
2,2
5,2
1,1
10,11
7,3
3,5
24,4
4,4
2,0
2,0
12,2
7,34
1,1
1,0
9,12
1,1
1,1
126,66
16,6
5,2
54,30
38,22
11,8
1,0
382,123
8,1
3,13
2,0
2,1
2,6
3,3
4,4
1,0
7,7
16,8
39,5
118,32
1,1
4,4
8,0
3,1
3,0
1,0
3,0
1,6
39,10
1,0
27,4
12,5
1,0
23,19
6,2
14,1
3,2
4,3
6,0
5,4
1,0
10,4
10,0
2,0
3,1
4,6
4,5
5,6
6,10
8,5
27,5
118,123
5,0
1,7
1,0
1,0
111,19
4,10
2,4
1,1
7,6
5,2
1,2
19,3
6,4
6,5
3,0
3,0
10,3
2,0
2,2
6,2
3,2
9,13
9,3
2,2
8,7
3,0
6,0
2,13
2,0
4,1
6,5
1,2
7,1
2,1
4,0
2,2
2,12
2,2
75,35
2,0
11,2
4,5
3,4
4,4
5,1
24,10
8,9
137,44
5,5
6,2
1,1
36,8
1,0
1,3
1,0
6,0
464,53
3,3
16,7
6,3
21,10
1,1
2,2
2,0
7,2
1,3
15,4
2,1
2,0
2,0
4,0
6,9
498,62
377,69
1,1
1,0
1,5
2,0
1,0
22,5
1,0
1,0
1,0
14,5
1,3
1,0
6,0
4,2
3,0
6,7
25,24
314,45
1,1
8,10
1,0
20,19
1,2
1,0
1,0
20,16
11,4
4,9
1090,217
778,110
8,4
14,4
1,1
1,0
1,1
96,68
1,2
1,0
4,0
1,2
2,0
2,1
3,4
38,20
1,0
2,3
49,30
7,6
2,5
4,6
731,161
7,4
33,42
851,205
11,2
1,0
37,82
88,40
298,64
76,27
410,70
474,33
54,28
2073,447
35,13
65,18
46,35
1,1
76,67
40,22
25,8
184,76
191,80
3590,513
380,37
3,1
2,2
561,209
1,1
794,184
2,0
90,75
1,17
57,20
11,5
50,41
1,2
195,75
1,0
146,16
282,40
4,4
33,6
3,0
5,0
70,83
1273,364
96,76
1,0
23,1
541,90
6,40
10,8
5,0
2,1
2,1
52,20
917,164
1,1
474,175
76,28
1270,148
39,20
1,2
305,22
119,17
2,2
38,57
57,73
2794,747
2,0
2,2
2,3
615,172
498,188
263,22
264,43
405,63
2,0
25,44
1,2
93,27
2,2
51,81
1,8
298,73
1723,348
1,5
1,5
99,41
257,70
462,103
1,1
979,252
1,1
1431,253
176,26
782,332
1,0
311,49
24,7
3,1
1,0
1,0
3,0
54,48
72,39
64,47
48,14
932,226
48,15
29,13
826,90
43,12
192,87
127,64
167,216
1020,258
40,36
36,10
6,0
1096,272
1,0
115,29
110,37
1,0
6,1
9,1
1,1
1,4
8,0
24,7
3,0
2,0
3,6
47,26
1,2
1,0
1,0
1,2
65,2
3,1
78,36
4,1
20,8
2,3
2,4
1,1
1,0
2,0
2,1
1,1
3,3
3,0
1,0
28,14
22,6
8,7
3,2
3,1
3,1
2,0
4,1
3,4
3,0
3,3
8,1
20,5
7,53
59,22
7,28
1,38
1,1
2,2
2,1
3,3
6,4
1,3
1,2
6,3
1,0
4,0
1,2
1,0
1,0
2,4
3,2
11,6
1,5
3,3
1,2
3,5
205,21
4,1
2,0
1,0
2,0
2,0
3,1
2,3
6,7
1,0
3,1
173,39
132,31
3,0
6,4
83,37
2,0
7,4
7,3
4,1
7,6
2,10
8,5
583,95
3,21
121,61
1,5
1,0
20,11
3,5
256,67
6,4
17,8
7,5
8,8
35,0
8,0
15,8
2,3
3,3
1,0
2,0
24,10
4,3
2,2
3,0
2,0
2,0
52,33
3,4
1,1
1,5
30,33
10,16
26,8
20,6
1,22
1,3
4,6
2,0
15,8
1,0
2,2
7,3
8,9
4,3
8,5
9,3
4,2
1,0
20,10
2,1
234,19
31,5
29,31
10,15
8,87
1,0
17,6
1,1
6,4
3491,1015
1,0
13,5
1,8
360,105
12,7
35,25
456,79
4,12
1,0
20,0
72,28
2,3
15,7
81,26
5,4
90,6
4,2
10,2
15,1
287,53
51,36
11,84
21,7
2,4
60,17
14,8
12,5
3,11
340,67
141,25
105,20
847,165
10,2
43,9
25,11
14,5
6,13
142,38
1,4
129,48
21,9
6,3
3,6
31,5
1,0
3,1
15,4
13,2
8,3
269,27
1,0
29,12
1,2
3,15
3,2
11,20
2,3
1,9
2,4
2,0
4,6
51,7
2,0
328,58
7,4
3,4
1,0
1,0
2,1
2,0
30,15
26,13
4,0
3,1
2,1
3,6
4,1
2,1
3,0
1,3
2,0
2,1
3,1
3,1
1,2
2,0
100,23
2,0
23,3
5,0
3,0
5,2
1,4
1,0
16,10
1,0
4,0
4,3
1,4
23,7
2,0
2,3
1,1
8,7
5,7
6,12
19,5
1,4
67,10
159,45
14,9
2,0
2,5
9,3
8,4
1,0
293,19
17,15
4,5
48,3
2,3
19,29
306,109
22,10
23,18
31,18
7,10
66,37
1,10
171,27
153,38
17,11
39,13
20,12
22,25
43,17
8,5
280,56
248,79
10,6
16,5
10,6
67,18
8,7
8,8
2,0
9,7
28,2
12,6
10,7
5,8
3,0
38,9
12,4
8,7
35,11
6,8
1,0
25,18
15,3
9,6
10,9
8,4
10,6
5,4
5,5
6,6
18,8
1,0
3,40
2,4
11,2
15,2
12,7
5,6
6,4
3,2
34,13
4,3
5,2
5,4
4,3
152,13
4,3
5,2
3,5
2,3
11,5
6,0
3,4
522,168
77,50
10,1
7,8
6,1
4,2
193,55
1,7
214,27
14,16
32,25
3,2
29,5
5,3
8,4
4,0
2,1
4,0
1,2
166,24
1,0
1,0
4,1
4,2
2,1
3,3
1,0
1,0
2,0
2,0
1,2
1,1
34,5
82,11
1,0
3,4
1,0
5,3
6,0
21,5
17,5
52,11
1,0
2,0
4,1
5,1
7,1
7,4
1223,189
5,2
4,0
3,1
1,1
2,1
49,30
2,2
1,0
1,0
3,0
4,2
3,0
1,0
2,0
2,2
8,13
65,14
67,21
360,40
2,0
2,0
3,0
2,1
2,0
10,0
7,10
4,4
1,1
15,5
1,0
66,31
469,81
6,1
1,0
1,0
471,126
1,0
7,5
1,1
10,3
2,0
10,3
1,53
475,32
1,2
3277,990
448,23
1,0
1,0
1,0
3,0
1,0
1,0
1,0
6,5
15,4
1,2
4,1
7,5
17,1
2,0
21,8
310,61
10,11
6,2
2,2
6,3
10,3
6,4
23,5
11,2
6,6
2,2
2,1
5,5
3,1
28,5
1,0
181,10
4,43
3,31
8,3
1,0
1,0
443,131
32,7
17,1
10,1
4,7
1,1
5,2
1,0
3,7
7,3
18,6
5,5
182,30
23,13
1,0
56,25
5,7
6,2
14,6
1,0
1,1
3,3
1,0
3,7
2,0
1,5
3,0
3,0
1,1
1,2
4,0
1,0
7,5
5,3
3,3
4,2
18,1
18,9
359,119
13,8
1,0
3,3
240,53
4,0
37,18
1,2
1,2
1,1
2,0
11,4
1,3
1,1
23,7
43,24
5,3
11,7
34,5
9,0
3,4
2,1
1,2
3,1
29,13
58,5
1,0
7,5
4,0
1,2
1,0
28,14
12,0
9,10
11,11
4,1
2,1
1,2
3,4
33,1
4,1
1,2
68,7
4,0
5,2
185,34
7,3
1,0
8,0
1,0
9,5
1,8
1,0
28,7
3,0
582,123
16,11
1,1
40,3
1,7
11,5
12,14
413,35
4,0
2,0
1,0
1,3
1,0
1,1
1,0
234,48
1,0
21,4
20,14
163,28
10,2
1,0
1,0
3,1
5195,507
17,7
96,20
27,3
6,2
34,2
4,1
3,4
16,3
1,7
2,1
1,0
12,4
2,0
1,0
1,2
29,10
1821,444
71,14
1,2
18,16
5,14
296,45
7,49
11,7
1,2
4,0
12,4
3,4
11,5
3,0
7,2
3,3
1,0
467,100
1,0
13,2
1,1
1,0
1,0
8,0
10,2
1,0
2,2
1,0
2,0
1151,150
2,1
13,0
254,15
3,1
679,78
1,0
3,0
762,70
3,14
4,2
2,15
6,2
2,1
1,1
2,1
2,0
1,2
10,16
3,4
3,1
24,19
1,0
2,0
1,0
2,0
82,12
3,2
8,9
12,7
3,4
3,2
12,11
3,0
40,16
4,10
2,0
1,0
3,9
10,1
1,0
7,2
2,0
8,4
2,1
1,3
2,0
2,0
1,0
4,4
2,2
16,6
1,0
1,2
1026,88
5,1
3,2
2,0
4,0
2,3
2,0
2,0
3,0
1,0
1,1
2,0
4,2
5,1
41,14
7,2
7,2
1,1
1,1
1,2
9,1
67,7
4,1
2,1
42,7
3,1
9,2
1,0
1,0
50,2
2,1
1,1
1,0
2,1
6,3
13,4
33,7
124,26
24,72
32,8
26,5
3,5
5,3
1,0
1,1
3,2
1,0
2,0
2,0
3,2
2,0
1,0
2,0
13,2
2,0
4,6
3,0
33,7
6,27
37,18
76,3
42,3
11,17
9,2
116,18
10,10
3,1
3,1
1,1
3,0
202,14
4,2
477,97
17,11
5,5
80,31
1,0
3698,975
43,33
6,0
1,0
1,0
1,2
1,0
1,0
1,0
28,7
56,6
10,3
1,0
36,7
26,26
3,0
4,6
69,9
3,1
15,3
1,7
86,12
7,2
2,1
1,0
3,8
3,2
11,2
1,0
3,0
4,2
2,0
1,2
4,2
1,1
2,0
727,153
23,9
8,1
1,1
1,1
1,0
3,1
1,0
18,20
3,0
4,3
6,6
6,0
51,12
23,4
2,0
1,11
1,0
3,1
1,0
1,0
2,11
7,1
25,13
3,4
3,4
3,9
5,2
2,2
7,4
1,0
5,1
2,5
1,0
11,4
2,2
5,3
1,0
2,6
2,6
9,36
521,86
2,0
13,4
12,5
1,0
1,1
5,0
2,1
53,21
2,1
2,3
2,0
1,1
3,0
1,0
1,1
10,14
1,0
1,0
1,0
1,0
4,2
5,3
15,3
2,1
1,0
1,1
9,4
1,1
1,1
1,0
7,12
5,3
18,2
5,5
1,1
1,0
2,2
1,0
1,0
306,27
107,11
11,4
4,0
1,26
2,0
12,6
13,3
1,0
19,0
23,5
2,4
1,0
4,1
3,1
151,25
11,8
1,0
6,2
6,3
1,3
25,6
9,12
30,31
17,13
7,0
4,0
48,25
78,12
100,17
2,7
2,0
2,1
3,0
1,0
3,0
1,0
4,1
2,1
1,0
15,4
2,0
4,7
7,5
4,0
22,2
4,2
4,0
1,0
1,2
2,2
1,0
1,2
1,1
1,1
1,0
4,1
297,34
48,8
12,11
3,2
1,1
2,1
2,1
1,0
2,0
5,2
1,0
2,0
24,10
2,7
1,8
2,1
2,12
9,11
82,51
9,8
12,3
71,20
1,3
6,4
8,2
27,13
2,0
1,0
1,0
1,0
1,0
1,1
5,1
1,2
6,4
2,0
1,1
3,89
2,0
1,0
4,3
10,2
73,22
4,6
15,0
3,3
1,0
33,5
6,5
4,0
9,9
1,1
1,0
1,1
3,1
119,20
1,0
1,1
1,4
2,1
39,19
1,0
32,4
16,9
2,1
7,4
3,2
1,3
4,4
3,4
1,2
2,0
12,12
2,0
1,0
1,0
6,2
1,0
7,1
1,0
1,2
11,5
112,24
6,4
7,6
29,2
1,4
2,0
1,0
1,0
1,0
3,1
1,0
1,0
19,3
2,3
19,4
2,1
1,0
6,2
1,2
5,3
1,6
42,8
1,0
2,0
1,2
1,0
1,0
1,0
832,129
8,7
1,0
206,36
58,0
2,0
75,84
2,0
2,0
9,2
3,1
452,61
3,2
1,0
1,0
1,0
1,0
2,1
20,9
3,2
10,2
5,1
4,0
2,88
2,6
2,5
1,0
254,22
572,64
15,7
19,2
9,3
21,0
4,1
7,9
2,3
1,0
1,1
1,1
4,2
2,2
8,12
2,0
1,0
3,0
2,0
35,15
4,1
8,0
22,17
451,62
25,12
2,3
39,0
1,0
5,2
28,1
613,96
3,3
11,4
2,1
3,0
3,0
2,0
3,1
1,0
2,2
173,13
99,15
4,6
513,134
1,0
57,25
2,1
63,18
1,0
10,3
71,15
1,2
6,5
558,84
7,2
8,19
7,11
47,16
1762,388
1,0
16,6
27,14
10,8
2,0
1,0
1,0
14,350
217,110
9,2
6,5
1,0
2,0
7,2
3,10
40,7
1,0
1,1
1,8
1,0
1,0
13,3
3,1
245,132
11,0
1,2
2,0
97,7
2,0
36,6
2,1
3,2
222,28
636,98
1,0
1,0
115,31
15,7
1152,359
37,27
1,1
1,0
1,0
1,2
1,3
2,1
7,6
2,1
895,147
3,2
4,0
179,17
328,32
2,1
12,15
1,0
3,1
1,0
2,4
1,12
3,9
17,10
2,2
2,0
12,4
13,5
1,0
26,6
7,2
8,3
1,4
1,9
1,4
49,16
1,0
1,0
74,4
1,0
42,4
4,3
1,0
244,212
89,3
8,14
4,11
924,231
985,112
6,3
7,3
12,6
115,24
2,0
2,1
1,0
1,0
2,0
1,0
688,180
280,43
14,11
1,0
9,11
9,1
2,4
3,10
63,13
7,2
4,2
1,0
1,0
1,0
2,0
2,0
19,7
5,13
3,4
4,7
6,8
3,1
28,14
406,121
4,1
9,0
1,0
1,0
6,3
2,0
1,1
6,2
9,8
2,3
9,3
7,4
83,4
5,3
3,4
87,13
60,27
4,6
1,1
4,2
2,1
3,1
3,1
67,19
9,0
2,0
3,0
3,1
11,0
4,0
1,0
1,0
15,24
17,1
17,19
1,0
7,3
836,154
3,1
8,6
1,0
1,0
5,2
8,36
1,0
1,0
7,4
86,14
73,14
80,33
1,1
1,0
1,2
4,1
6,2
1,87
1,0
1,1
40,10
2,0
1,5
2,5
1,4
516,137
3,2
16,11
7,1
5,1
265,26
2884,647
7,14
4,0
112,33
8,6
4,3
1,4
16,8
1,0
1,0
1,3
1,0
12,0
2,0
1,3
6,4
11,8
8,4
5,7
12,14
7,3
3,4
16,2
2,0
1,1
3,1
1,0
1,0
6,1
64,36
6,3
2,4
33,13
21,17
1,0
87,81
2,1
2,0
2,2
4,0
1,1
7,68
4,61
2,4
93,6
18,8
79,13
8,2
68,11
19,3
1,1
583,194
124,48
2,0
1,0
527,34
2,4
7,2
5,4
1,0
1,0
727,135
2,0
1,0
10,5
6,4
1,1
20,7
17,9
47,10
2,26
16,6
2,26
1,0
3,2
24,10
37,18
9,16
68,25
21,10
1834,572
3,2
1,2
2,2
1,5
1,0
1,2
2,0
6,1
1,4
3,3
2,3
1,1
2,0
2,0
1,0
6,5
10,0
19,10
1,0
438,137
24,3
1,1
1,0
9,1
1,0
2,0
2,4
14,8
3,3
3,1
374,34
24,6
32,14
10,10
6,3
4,1
4,1
3,2
2,7
95,16
3,2
43,12
1,31
9,2
4,1
1,1
1,0
3,31
3,23
1,23
135,18
2,1
1,2
4,4
4,0
4,2
1,0
2,0
2,6
728,167
1,0
8,2
144,16
73,7
3,3
1,0
1,0
107,25
1,0
11,2
10,6
1,2
4,4
53,23
131,14
20,20
1,1
1,0
591,21
6,4
11,3
19,5
12,9
19,7
25,2
2,0
2,0
1,2
11,1
75,32
105,19
5,2
2,0
3,0
10,3
1,0
4,0
1,2
2,0
1,0
3,1
1,0
9,10
2,1
2,2
2,3
16,4
4,0
2,4
5,1
9,1
3,1
7,4
1,0
6,2
2,0
1,1
4,2
1,0
2,2
1,0
2,7
1,0
9,1
2,4
53,50
1,3
3,2
4,4
275,33
1,2
1,4
1,0
1,0
1,4
2,4
2,3
4,12
36,6
218,36
1,0
26,6
2,17
1,0
13,11
6,2
3,2
3,3
9,1
1,0
2,0
1,7
14,24
1,0
1,0
19,20
42,14
2,3
1,0
1,0
1,0
2,0
11,3
348,161
1,0
1,0
1,1
4,0
3,0
3,0
1,2
6,0
1,4
7,0
1,0
1,0
5,7
3,1
8,2
3,0
6,4
5,5
1,0
13,10
4,4
1,0
1,0
2,1
1,0
3,0
2,1
30,8
4,3
10,2
14,6
11,3
5,4
4,3
9,6
4,1
25,13
1,2
2,0
1,2
1,8
6,4
391,51
42,7
3,3
9,0
3,0
1,0
300,31
356,37
4,3
2,0
4,0
1,1
31,11
8,8
29,12
1,0
2,1
2,0
3,2
1,5
1,7
1,1
4,1
2,3
5,0
3,0
7,2
36,13
3,5
1,0
3,5
2,1
5,5
2,0
1,0
1,0
1,2
2,0
719,195
1,2
195,77
7,5
2,4
11,1
6,3
3,1
1,6
4,0
10,9
2,1
4,0
4,4
8,6
17,3
16,9
1,2
8,1
2,1
39,5
2,1
2,1
84,23
1,23
108,36
136,19
1,1
4,1
3,0
4,0
5,2
7,11
2,1
1,0
2,4
1,26
25,22
10,4
4,4
31,36
16,14
3,3
24,13
23,6
2,1
1,1
3,2
6,3
9,3
1,0
38,11
15,0
6,8
1,0
1,0
401,50
5,7
3,0
7,20
2,2
25,7
1,5
3,6
88,38
7,0
3,26
92,17
14,4
17,3
2,0
15,4
10,16
6,1
8,3
1,0
1,6
164,15
42,39
6,3
315,50
2,0
4,4
26,8
2,3
2,9
1,0
1,0
1,0
5,1
10,0
10,1
1,0
113,29
54,1
1,0
1,0
2,2
1,2
2,4
254,33
1,0
21,5
1,0
15,5
1,0
622,53
1,0
37,4
1,2
1,2
27,16
1,1
6,2
1019,321
3,0
3,6
8,4
4,0
88,9
1869,181
3,2
3,7
15,6
1,2
1,3
1,0
1,1
1,1
158,26
2,0
2,2
20,7
2,0
1,4
3,0
1,0
1,0
105,17
38,15
3,1
2,4
49,39
1,0
3,1
3,1
2,2
386,44
8,0
11,0
24,4
1,0
2,0
26,5
95,47
1,1
10,1
116,47
140,41
15,1
487,89
3,3
4,2
21,3
1,5
233,45
3,0
5,3
10,1
2,1
7,4
13,0
1,0
1,1
1,0
4,3
4,3
99,21
1,2
44,13
237,33
2,8
1,10
11,2
1,3
2,3
15,22
4,5
55,15
2,9
6,14
1,0
2,0
1,0
2,0
1,0
17,3
2,3
50,20
4,0
45,12
292,85
146,16
4,4
43,19
85,17
1,0
266,55
30,4
20,10
80,8
2,3
73,11
947,107
12,6
1,0
15,9
3,3
1,0
1,0
2,1
4,0
1,0
2,0
1,0
1,0
1,0
14,3
6,2
2,0
7,5
3,1
1,2
7,4
104,16
2,3
1,6
284,49
16,18
1,25
2,3
2,1
52,19
2,6
5,1
1,0
1,0
1,0
4,1
98,16
7,3
2,1
1,0
8,0
2,0
3,0
1,2
1,0
1,1
17,12
1,0
1,0
3,0
1,0
7,3
1,0
1,0
2,0
2,2
6,1
3,10
1,0
4,5
2,0
55,10
1,1
5,1
1,1
1,0
1,1
1,0
2,0
1,0
3,1
1,1
1,0
3,0
1,1
4,1
5,0
1,0
1,8
1,1
1,0
1,0
3,0
3,0
47,21
27,4
8,1
6,0
14,0
3,0
1,1
1,0
2,0
1,1
3,1
1,0
36,25
2,2
1,0
1,0
5,0
12,2
1,1
1,0
1,1
1,4
33,13
2,1
1,0
1,3
1,0
2,0
3,1
1,0
1,1
2,0
4,1
6,2
2,6
3,0
1,0
1,0
1,0
5,1
2,0
1,0
1,0
1,0
4,2
2,0
5,0
1,0
1,0
1,0
5,0
4,2
1,1
1,0
10,24
38,20
1,0
1,1
2,1
1,0
1,0
5,2
2,0
1,0
2,0
3,1
1,0
46,4
14,0
14,8
2,2
6,4
1,5
2,8
2,4
3,2
3,2
7,5
2,0
4,0
61,13
1,0
50,13
2,1
5,2
1,2
6,1
2,0
2,0
1,2
2,0
35,3
296,41
3,0
28,33
14,5
1,1
1,0
1,4
7,1
1,1
181,12
3,1
4,3
2,0
4,3
18,16
2,9
1,5
1,0
1,0
16,80
1,1
4,1
3,0
2,2
1,4
6,13
1,2
11,7
15,8
1,0
1,0
36,13
1,0
1,0
1,1
1,0
1,4
9,5
1,2
3,1
1,0
2,2
1,0
2,1
2,0
2,2
20,1
2,1
2,0
2,0
2,0
3,2
1,0
1,0
3,4
4,1
991,108
1,1
2,3
1,1
7,1
1,1
3,0
11,6
1,0
14,2
373,33
130,18
2,1
5,4
3,1
6,3
1,4
1,0
1,0
5,0
10,4
1,0
89,15
1,0
3,2
4,11
1,1
1,0
51,48
176,33
6,3
336,38
16,4
10,4
2,2
23,13
1,1
2,0
1,1
2,0
1,0
2,0
60,66
2,0
3,3
2,0
3,5
2,4
3,6
2,5
145,16
1,12
1,0
13,1
6154,1165
46,8
1,4
1,0
2,0
57,32
11,5
2,0
29,12
4,0
90,11
128,32
5,12
1,0
20,4
27,11
1,1
73,7
34,6
11,6
677,82
95,11
1,0
