watchers,size
1,120
1,92
2,11380
1,109260
1,100
1,140
1,5648
4,52101
1,48
1,5424
1,144
1,268
4,19657
1,48
3,659
1,680
1,2235
13,196
3,161
1,128
2,158
5,786
1,48
7676,24616
1,96
8,6703
2,305161
16,133
6,1800
7,647
3,5337
5,9466
3,966
3,170
2,194
3,115
3,152
1,400
2,112
4,228
1,328
1,48
1,1040
1,92
1,672
1,96
1,92
1,48
1,100
1,1140
1,120
2,960
2,132
1,52468
2,111
1,120
1,1260
2,112
1,100
1573,17236
2,2112
1,4313
1,4312
47,9937
10,326
6,5101
3,2651
1105,81213
1,5177
2,244
2,9543
3,4549
3,3757
3,13439
3,1167
2,64111
2,142
1,9365
4,4964
1,1364
2,1264
5,21112
1,48
1,88
1,140
2,876
1,108
3,128
1,352
1,160
1,96
1,6648
1,180
1,372
6,336
13,99
1,252
2,136
1,180
9,171027
1,112
27,275
33,3115
1,92
1,908
1,200
2,106
1,152
1,9236
2,10485
1,7148
43,6230
1,48
1,17680
1,342
1,164
3,44671
1,10441
1,404
1,212
1,208
4518,3441
16,2640
79,1688
45,5733
2,96
2,742
2,666531
5,185205
2,3009
3,2164
2,596
1,48
2,462
5,541
18,14020
2,3118
2,95782
2,1683
2,490
2,2496
1,48
1,7420
1,704
1,488
3,2222
2,6346
1,48
2,634
2,331
1,10548
5,500
1,48
1,1220
80,850
8,1851
1,48
1,632
1,244
1,600
1,390
1,112
2,48
1,1308
2,3632
3,512
1,1424
52,3126
1,4648
1,104
5,414
1,88
1,90860
3,4168
79,335
1,116
4,1156
13,340
1,190
67,5415
3,2792
8,182
1,124
5,172
2,2660
2,148
1,168
4,1968
3,2148
6,29537
3,137
54,241
3,167
1,340
5,2450
1,88
2,136
1,48
2,148
1,48
1,172544
1,200
1,820
2,140
1,2684
1,672
2,1704
1,100
1,112
2,136
1,108
2,102
1,48
4,37372
24,3173
1,128
2,876
2,132
1,48
1,916
1,68
1,640
6,93560
1,188
1,1132
1,896
1,128
40,1145
2,9360
1,4024
5,104
2,552
1,9016
2,1068
12,6418
3,91
2,97451
2,1168
13,1164
4,111377
2,1784
2,607
2,2256
1,48
2,51497
1,3376
5,477
1,13028
3,853
1,48
33,259
1,48
2,1011
1,1204
4,1096
1,92
4,447
1,740
1,714
1,48
1,108
3,604
2,381
1,3704
1,188
3,300
1,340
2,571
2,780
1,99
2,81660
1,176
1,179730
1,180
1,96
3,612
2,7375
1,444
4,116
1,96
1,347
1,92
19,631251
11,247
292,26503
1,4313
26,1222
7,1377
5,96
11,524
5,3155
10,395
2,98
2,104
1,48
1,140
3,96
1,88
1,640
1,160
1,704
1,92
1,48
1,5528
1,3192
1,1008
1,336
1,252
2,987
1,96
2,988
1,128
1,100
6,17916
1,48
1,48
1,320
1,3968
1,104
1,48
895,79521
1,188
3,450
1,112
1,104
2,351
2,212
1,264
61,596
12,124
130,633
132,324
17,14889
6,1850
6,92
6,396
258,244
9,9162
3,96
1,412
2,527
1,88
2,2492
1,112
2,220
3,96
3,665
2,100
1,896338
1,2880
1,120
2,108410
1,112
1,509388
1,148
3,789
1,5687
1,96
1,668
92,721
1,428
1,1708
9,2264
1,104
1,96
1,3618
3,772
20,532
1,104
1,1216
4,2069
1,5527
1,4318
5,9510
5,9863
260,9502
5,25299
3,1292
6,4279
3,1736
19,149
2,159
